Top 20 phoneme n-grams for each trained language.
Models most frequent clusters of speech sounds 
(bigrams, trigrams, 4-grams) in a given language, 
based on training materials.

Interesting: if you can read IPA characters, and
have some knowledge of a language, you might be 
able to guess the language corresponding to a
list of most common co-occurring speech sounds!

en:                     count   logprob
('в', 'о', 'n', 'a'):   23,     -5.182760112869695

tr:                     count   logprob
('l', 'e'):     129,    -2.49326951615376
('l', 'i'):     124,    -2.5328003549103952
('i', 'l'):     107,    -2.680253086053526
('e', 'l'):     88,     -2.8757451060372254
('v', 'e'):     87,     -2.887173801860848
('i', 'c'):     38,     -3.715495760789046
('ɾ', 'l'):     36,     -3.769562982059322
('b', 'i'):     35,     -3.7977338590260183
('l', 'a'):     34,     -3.8267213958992707
('i', 'ɾ'):     34,     -3.8267213958992707
('c', 't'):     34,     -3.8267213958992707
('a', 'ɾ'):     30,     -3.951884538853277
('e', 'v'):     27,     -4.057245054511103
('e', 'ɾ'):     25,     -4.134206095647231
('e', 't'):     21,     -4.308559482792009
('e', '.'):     20,     -4.357349646961441
('a', 'n'):     19,     -4.408642941348992
('.', 'v'):     17,     -4.519868576459216
('i', 'n'):     17,     -4.519868576459216
('.', 'b'):     14,     -4.7140245909001735

tr:                     count   logprob
('i', 'l', 'e'):        103,    -2.7189933421699957
('v', 'e', 'l'):        87,     -2.8878142117450474
('e', 'l', 'i'):        87,     -2.8878142117450474
('l', 'i', 'l'):        87,     -2.8878142117450474
('l', 'i', 'c'):        35,     -3.7983742689102176
('b', 'i', 'ɾ'):        34,     -3.82736180578347
('i', 'ɾ', 'l'):        34,     -3.82736180578347
('ɾ', 'l', 'i'):        34,     -3.82736180578347
('i', 'c', 't'):        34,     -3.82736180578347
('l', 'a', 'ɾ'):        21,     -4.309199892676208
('e', 'v', 'e'):        20,     -4.35799005684564
('l', 'e', 't'):        20,     -4.35799005684564
('l', 'e', '.'):        20,     -4.35799005684564
('l', 'e', 'v'):        19,     -4.40928335123319
('l', 'e', 'ɾ'):        19,     -4.40928335123319
('.', 'v', 'e'):        17,     -4.520508986343415
('l', 'e', 'b'):        13,     -4.788772972938094
('b', 'u', 'g'):        13,     -4.788772972938094
('ɾ', 'v', 'e'):        13,     -4.788772972938094
('i', 'n', 's'):        10,     -5.051137237405586

tr:                     count   logprob
('v', 'e', 'l', 'i'):   87,     -2.8884542117668928
('e', 'l', 'i', 'l'):   87,     -2.8884542117668928
('l', 'i', 'l', 'e'):   87,     -2.8884542117668928
('b', 'i', 'ɾ', 'l'):   34,     -3.8280018058053153
('i', 'ɾ', 'l', 'i'):   34,     -3.8280018058053153
('ɾ', 'l', 'i', 'c'):   34,     -3.8280018058053153
('l', 'i', 'c', 't'):   34,     -3.8280018058053153
('e', 'v', 'e', 'l'):   20,     -4.358630056867486
('i', 'l', 'e', '.'):   20,     -4.358630056867486
('l', 'e', 'v', 'e'):   19,     -4.409923351255036
('i', 'l', 'e', 'v'):   18,     -4.4639905725253115
('.', 'v', 'e', 'l'):   17,     -4.521148986365261
('i', 'l', 'e', 't'):   13,     -4.78941297295994
('ɾ', 'v', 'e', 'l'):   13,     -4.78941297295994
('i', 'l', 'e', 'b'):   12,     -4.869455680633476
('i', 'n', 's', 'a'):   10,     -5.051777237427431
('n', 's', 'a', 'n'):   10,     -5.051777237427431
('l', 'e', 'b', 'i'):   10,     -5.051777237427431
('e', 'b', 'i', 'ɾ'):   10,     -5.051777237427431
('t', 'v', 'e', 'l'):   10,     -5.051777237427431

yue:                    count   logprob
('j', 'ɐ'):     273,    -2.9831998574071834
('t', 's'):     163,    -3.498921451785381
('k', 'ɛː'):    153,    -3.5622337311997074
('ɐ', 'n'):     141,    -3.6439117622139747
('ɐ', 'u'):     139,    -3.6581977194614512
('ʊ', 'ŋ'):     119,    -3.8135481594806135
('j', 'iː'):    93,     -4.060072159438887
('s', 'ɐ'):     91,     -4.0818121460752925
('ɐ', 'i'):     79,     -4.223223800125122
('o', 'u'):     78,     -4.2359628259025515
('n', 'j'):     78,     -4.2359628259025515
('ɪ', 'ŋ'):     69,     -4.3585651479948835
('s', 'iː'):    69,     -4.3585651479948835
('tʰ', 'ʊ'):    67,     -4.3879790332011765
('e', 'i'):     61,     -4.481797788418832
('t', 'sʰ'):    56,     -4.5673199618569935
('ɵ', 'y'):     54,     -4.603687606027869
('t', 'ɐ'):     53,     -4.622379739040021
('ŋ', 't'):     50,     -4.680648647163997
('iː', 'j'):    50,     -4.680648647163997

yue:                    count   logprob
('j', 'ɐ', 'n'):        107,    -3.9200282608753207
('j', 'ɐ', 'u'):        101,    -3.9777365784959677
('tʰ', 'ʊ', 'ŋ'):       67,     -4.388164475946261
('n', 'j', 'ɐ'):        64,     -4.433974011977555
('ɐ', 'n', 'j'):        59,     -4.515319651431508
('t', 's', 'iː'):       50,     -4.680834089909081
('iː', 'j', 'ɐ'):       45,     -4.786194605566907
('ʊ', 'ŋ', 'm'):        37,     -4.981939182693003
('k', 'ɛː', 't'):       36,     -5.009338156881117
('ŋ', 'm', 'aː'):       35,     -5.0375090338478135
('m', 'aː', 'i'):       35,     -5.0375090338478135
('j', 'ɐ', 't'):        35,     -5.0375090338478135
('t', 'ɐ', 'i'):        33,     -5.096349533870747
('s', 'iː', 'j'):       31,     -5.158869890852081
('ŋ', 't', 's'):        31,     -5.158869890852081
('.', 'j', 'ɐ'):        30,     -5.1916597136750715
('.', 't', 'ɐ'):        30,     -5.1916597136750715
('j', 'ɐ', 'm'):        30,     -5.1916597136750715
('s', 'ɐ', 'u'):        29,     -5.225561265350753
('ɐ', 'm', 'h'):        29,     -5.225561265350753

yue:                    count   logprob
('ɐ', 'n', 'j', 'ɐ'):   57,     -4.549991235865125
('j', 'ɐ', 'n', 'j'):   52,     -4.641798785118248
('n', 'j', 'ɐ', 'n'):   38,     -4.95545634397329
('tʰ', 'ʊ', 'ŋ', 'm'):  37,     -4.982124591055451
('ʊ', 'ŋ', 'm', 'aː'):  35,     -5.037694442210261
('ŋ', 'm', 'aː', 'i'):  35,     -5.037694442210261
('iː', 'j', 'ɐ', 'u'):  32,     -5.127306600899948
('t', 's', 'iː', 'j'):  31,     -5.159055299214529
('s', 'iː', 'j', 'ɐ'):  30,     -5.1918451220375195
('.', 't', 'ɐ', 'i'):   30,     -5.1918451220375195
('ɐ', 'm', 'h', 'ɔː'):  28,     -5.260837993524471
('j', 'ɐ', 'm', 'h'):   26,     -5.334945965678193
('n', 'j', 'ɐ', 'u'):   25,     -5.374166678831474
('j', 'ɐ', 'u', 'h'):   25,     -5.374166678831474
('k', 'ɛː', 't', 's'):  24,     -5.41498867335173
('j', 'ɐ', 'n', 'k'):   20,     -5.597310230145684
('j', 'ɐ', 'u', 'k'):   19,     -5.648603524533235
('ɵ', 'y', 'k', 'ɛː'):  19,     -5.648603524533235
('ʊ', 'ŋ', 't', 's'):   18,     -5.702670745803511
('u', 'h', 'œː', 'ŋ'):  18,     -5.702670745803511

en_uk:                  count   logprob
('ə', 'n'):     194,    -3.6595886571928706
('n', 'd'):     153,    -3.8970088948637636
('ə', 'l'):     138,    -4.000193131098994
('ð', 'i'):     122,    -4.1234257715229425
('æ', 'n'):     117,    -4.165272881458443
('ʃ', 'ə'):     109,    -4.236098934027055
('ɪ', 'n'):     94,     -4.3841520339861955
('ɒ', 'v'):     91,     -4.416587309739349
('n', 't'):     87,     -4.461538697601616
('t', 'ɪ'):     87,     -4.461538697601616
('ɹ', 'ɪ'):     87,     -4.461538697601616
('t', 'uː'):    84,     -4.496630017412885
('ɛ', 'n'):     78,     -4.570737989566608
('aɪ', 't'):    71,     -4.664766939214884
('ɪ', 't'):     71,     -4.664766939214884
('d', 'ɪ'):     67,     -4.722754196865233
('ɹ', 'aɪ'):    65,     -4.753059546360562
('ɪ', 'k'):     61,     -4.816572952082888
('ɒ', 'n'):     58,     -4.867003805709779
('ɹ', 'ə'):     55,     -4.920113631023728

en_uk:                  count   logprob
('æ', 'n', 'd'):        111,    -4.218049302531136
('ʃ', 'ə', 'n'):        93,     -4.3949800106902135
('ɹ', 'aɪ', 't'):       55,     -4.920246318610999
('eɪ', 'ʃ', 'ə'):       46,     -5.098938107354375
('w', 'ɒ', 'n'):        41,     -5.214007437139162
('ɪ', 'k', 'ə'):        36,     -5.34406056538736
('t', 'ɪ', 'k'):        35,     -5.372231442354056
('k', 'ə', 'l'):        35,     -5.372231442354056
('m', 'ə', 'n'):        34,     -5.401218979227308
('t', 't', 'uː'):       34,     -5.401218979227308
('ɑː', 't', 'ɪ'):       34,     -5.401218979227308
('ə', 'l', '.'):        33,     -5.43107194237699
('ð', 'i', 'ɹ'):        33,     -5.43107194237699
('ɛ', 'v', 'ɹ'):        33,     -5.43107194237699
('i', 'ɹ', 'aɪ'):       33,     -5.43107194237699
('ə', 'n', 't'):        32,     -5.461843601043744
('v', 'ɹ', 'ɪ'):        32,     -5.461843601043744
('z', 'ð', 'i'):        31,     -5.4935922993583235
('ɹ', 'ɪ', 'w'):        31,     -5.4935922993583235
('f', 'ɹ', 'iː'):       30,     -5.526382122181315

en_uk:                  count   logprob
('eɪ', 'ʃ', 'ə', 'n'):  45,     -5.121049684056761
('ɪ', 'k', 'ə', 'l'):   35,     -5.372364112337667
('t', 'ɪ', 'k', 'ə'):   33,     -5.431204612360601
('i', 'ɹ', 'aɪ', 't'):  33,     -5.431204612360601
('ð', 'i', 'ɹ', 'aɪ'):  32,     -5.461976271027354
('ɛ', 'v', 'ɹ', 'ɪ'):   31,     -5.493724969341934
('v', 'ɹ', 'ɪ', 'w'):   31,     -5.493724969341934
('.', 'ɑː', 't', 'ɪ'):  30,     -5.526514792164925
('ɑː', 't', 'ɪ', 'k'):  30,     -5.526514792164925
('k', 'ə', 'l', '.'):   30,     -5.526514792164925
('ɹ', 'ɪ', 'w', 'ɒ'):   30,     -5.526514792164925
('ɪ', 'w', 'ɒ', 'n'):   30,     -5.526514792164925
('ɹ', 'aɪ', 't', 't'):  29,     -5.560416343840607
('aɪ', 't', 't', 'uː'): 29,     -5.560416343840607
('.', 'ɛ', 'v', 'ɹ'):   28,     -5.595507663651877
('h', 'æ', 'z', 'ð'):   25,     -5.70883634895888
('æ', 'z', 'ð', 'i'):   25,     -5.70883634895888
('z', 'ð', 'i', 'ɹ'):   25,     -5.70883634895888
('w', 'ɒ', 'n', 'h'):   23,     -5.792217957897931
('n', 'h', 'æ', 'z'):   23,     -5.792217957897931

